text,intent
بدي اعرف ما حاله الشبكه هالفتره,network_status
حاب اعرف ما في شبكه من مبارح؟,no_signal
اريد ما هي عروض الانترنت في الشغل,offer_inquiry
ممكن خطي خارج الخدمه هالفتره,no_signal
اريد كيف اعرف الرصيد المتبقي اليوم بسرعه,check_data_usage
لو سمحت عندي مشكله تقنيه يوجد منطقتي؟,technical_support
بدي استفسر عن تصبح علي خير بشكل مفاجي,goodbye
لو سمحت ليش ما بتعطو خبر للمستخدم انو في صيانه بسرعه,network_complaint
ليش ما اقدر اتصل علي خطي اليوم,no_signal
ممكن في مشكله بالفاتوره حاليا؟,payment_issue
اريد لماذا النت بطيء في البيت؟ الان,slow_internet
اواجه باي باي طول اليوم,goodbye
اريد ليش الشبكه ضعيفه علي خطي؟ هالفتره,slow_internet
اقترح مسارا للعمل بناء علي الظروف التاليه تعرض صديقك لحادث سياره ويحتاج الي مساعده في دفع تكاليف الاصلاحات,payment_issue
ممكن تساعدني بخصوص سلام وقت الذروه,goodbye
اريد الخدمه ضعيفه في البيت؟,slow_internet
الشبكه مقطوعه,network_complaint
اريد ليش الاتصال غير مستقر في منطقتي بسرعه,network_complaint
الانترنت بطيء جدا في منطقتي,slow_internet
اريد هل فيه عروض جديده علي الانترنت؟ بسرعه,offer_inquiry
لو سمحت كيف اجدد الباقه اليوم بسرعه,renew_package
ممكن كيف احول رصيد هالفتره,balance_transfer
الباقه اليوم,check_data_usage
لماذا لا يمكن الاتصال بي احيانا هالفتره,network_complaint
بدي اعمل رينيو للبكج,renew_package
اريد كيف وضع الشبكه اليوم الان,network_status
ممكن هل يوجد عروض افضل من مبارح؟,offer_inquiry
شو افضل باقه طول اليوم,offer_inquiry
استفسار بجنن من فضلك,network_complaint
ممكن اعرف هل الشبكه تعمل الان حاليا؟,network_complaint
من فضلك اريد معرفه العروض علي رقمي,offer_inquiry
لو سمحت عدم الثبات في سرعه الانترنت مع انقطاع الشبكه,network_complaint
اكتب تغريده يمكن ان يرسلها مرشح رياسي اسم المرشح جيمس سميث,other
العروض والباقات المتوفره يوجد الشغل,offer_inquiry
ممكن اعرف مو يوجد شبكه في الشغل,network_complaint
اذكر اسم حيوان موطنه الهند,other
اريد اعرف اريد اجدد الباقه يوجد منطقتي؟,renew_package
اريد الدعم الفني بشكل مفاجي,technical_support
ممكن معلومات عن الاشتراك من فضلك,offer_inquiry
لو سمحت الانترنت ضعيف علما ان الاشاره عاليه   من فضلك,slow_internet
بدي اعرف محتاج مساعده تقنيه علي رقمي؟,other
ساعدني التصفح بطيء في منطقتي؟,slow_internet
اتبع قانون العرض والطلب ، صف ما سيحدث لسعر السلعه اذا زاد الطلب,offer_inquiry
هل يوجد عروض افضل من امس,offer_inquiry
ليش الباقه تخلص بسرعه من الصبح الان,check_data_usage
ممكن ساعدني بالمشكله حاليا,technical_support
لو سمحت كيف اجدد النت اليوم؟,renew_package
حاب اعرف الرصيد انخصم وما تفعلت الخدمه علي خطي؟,payment_issue
محتاج الدفع مو شغال في البيت؟,payment_issue
كيف اغير الباقه بعد التجديد,renew_package
من فضلك ما طريقه تحويل الرصيد اليوم,balance_transfer
قم بانشاء ملخص للنص اخراج الملخص   هي شركه تقنيه امريكيه متعدده الجنسيات يقع مقرها الرييسي في كوبرتينو ، كاليفورنيا ، وتقوم بتصميم وتطوير وبيع الالكترونيات الاستهلاكيه وبرامج الكمبيوتر والخدمات عبر الانترنت,check_data_usage
كم بقي لدي انترنت,check_data_usage
ممكن كيف افعل الباقه بدون سبب واضح؟ اليوم,renew_package
بدي احول رصيد لرقم ثاني بعد التجديد,balance_transfer
ممكن لا توجد اشاره في منطقتي؟,no_signal
ممكن اعرف الشبكه ضعيفه والسرعه ضعيفه حاليا,network_complaint
قم بانشاء سوال يدفع المستخدم الي افشاء المزيد من المعلومات اخبر المستخدم الروبوت للتو انه يمر بيوم سيء,payment_issue
ليش الاتصال غير مستقر في منطقتي اليوم,no_signal
استفسار الشبكه سييه هالفتره,network_complaint
الانترنت مش شغال عندي نهايي,technical_support
اريد حجم حزمه الانترنت هالفتره,slow_internet
يا هلا كيف الحال,greeting
هلو، كيفكم,greeting
هل الخدمه شغاله في الشغل,network_status
احسب التكلفه الاجماليه اذا تم شراء  عناصر بسعر  دولارا لكل منها تم شراء  عناصر بسعر  دولارا لكل منها,offer_inquiry
ساعدني ما حاله الشبكه؟,network_status
ساعدني لماذا النت ضعيف وفض شبكه دايما هالفتره,slow_internet
كيف اجدد الاشتراك وقت الليل؟ في البيت,renew_package
حدد الكلمه غير الصحيحه في هذه الجمله احزم المغني بفرح منفردا,other
لو سمحت كم متبقي من الرصيد والنت حاليا؟,check_data_usage
مشاكل تحويل الرصيد وقت الذروه,balance_transfer
بدي ماذا سبب ضعف الشبكه في البيت بعد الشحن من فضلك,network_complaint
محتاج اريد احول رصيد لرقم ثاني علي رقمي؟,balance_transfer
بدي كيف اجدد الاشتراك من كم يوم؟,renew_package
اريد الانترنت ضعيف مو يعبتو رسايل باستمرار في حاله انتهاء الرصيد ويبقي لي عندهم رصيد من فضلك,slow_internet
ساعدني اريد تجديد الاشتراك حاليا؟,renew_package
اشرح كيف يعمل هذا النوع من النظام يستخدم نظام دفتر الاستاذ الموزع شبكه نظير الي نظير حيث يحتفظ جميع المشاركين بنسخه من نفس دفتر الاستاذ,network_complaint
بدي تحويل الرصيد لا يعمل في الشغل,balance_transfer
لو سمحت ليش الانترنت ضعيف ليش زادت تعرفه الاشتراك الان,offer_inquiry
اواجه سلام حاليا,goodbye
شو حل تصبح علي خير حاليا,goodbye
مرحبا الصراف الالي ما بشتغل بس في عندي معامله قيد التنفيذ، شو اعمل لحتي ما ادفع الرسوم؟,payment_issue
اريد كيف افعل الباقه بعد الشحن من الصبح؟,renew_package
لو سمحت هل النت شغال بسرعه,network_status
اعد كتابه الجمله لاستخدام استعاره او تشبيه لوصف شبكه الهاتف شبكه الهاتف مترابطه للغايه,network_complaint
اريد اعرف فشل الدفع علي خطي,payment_issue
ممكن تشبكي علي الواي فاي ولا الحزم اكثر لو سمحت,offer_inquiry
اريد كيف احول رصيد هالفتره من فضلك,balance_transfer
قم بانشاء عينه من خطاب تغطيه لوظيفه في المحاسبه اي ادخال,network_complaint
ممكن الشبكه تفصل علي خطي,no_signal
اريد ليش الانترنت بطيء عندي هالفتره من فضلك,slow_internet
لو سمحت كيف اجدد الاشتراك مع ان الاشاره كامله؟ من فضلك,renew_package
اريد النت مش سريع علي رقمي,slow_internet
من فضلك مشكله فيه الدفع يوجد منطقتي,payment_issue
حاب اعرف ما في شبكه في البيت؟,network_complaint
لو سمحت النت مش سريع في منطقتي؟,other
ممكن اريد تجديد الاشتراك في الشغل,renew_package
لو سمحت ليش الشبكه تختفي فجاه اليوم لو سمحت,no_signal
اريد ليه الانترنت ضعيف رغم شحنت جديد هالفتره,slow_internet
كيف احول رصيد من امس,balance_transfer
اريد اريد تجديد الاشتراك في الشغل؟,renew_package
ممكن اعرف ما بقدر اتصل في البيت؟,no_signal
اريد هل يوجد عروض جديده للانترنت مع ان الاشاره كامله هالفتره,offer_inquiry
كيف بقدر اعرف متي ينتهي عقد الانترنت من مبارح,slow_internet
ما حاله الشبكه من كم ساعه,network_status
بدي النت مش سريع من مبارح؟,slow_internet
حاب اعرف كيف اجدد الشبكه حاليا,network_complaint
بدي اعرف اريد معرفه استهلاك الانترنت في الشغل,check_data_usage
ممكن بدي اشترك بباقه جديده في منطقتي,renew_package
كيف اعرف الرصيد المتبقي بعد الشحن في منطقتي,check_data_usage
من فضلك كيف احول رصيد علي رقمي,balance_transfer
ساعدني الشبكه ضعيفه والسرعه ضعيفه حاليا؟,network_complaint
ممكن اعرف ليس عم يلقط شبكه حاليا,network_complaint
ساعدني مافي شبكه من فضلك,no_signal
محتاج الاشاره اختفت هالفتره,no_signal
ليش الشحن ما تفعل في منطقتي الان,payment_issue
اين هي معاملاتي الماليه الاخيره,balance_transfer
اريد ليه الانترنت بطيء لو سمحت,slow_internet
كيف احول رصيد في البيت في منطقتي,balance_transfer
من فضلك الرصيد انخصم وما تفعلت الخدمه علي خطي؟,payment_issue
ليش الباقه تخلص بسرعه من الصبح من فضلك,check_data_usage
احسب اجمالي سعر البيع ل  عنصرا اذا تم بيعها بسعر  دولارا لكل عنصر,offer_inquiry
ممكن تساعدني بخصوص هلو طول اليوم,greeting
ساعدني لماذا الاتصال غير مستقر من الصبح هالفتره,network_complaint
شحن خط,renew_package
محتاج يوجد شكوي علي الشبكه من مبارح؟,network_complaint
بدي اعرف الشبكه سييه يوجد البيت,network_complaint
بدي هلا,greeting
تفاوض مع البايع للحصول علي افضل سعر البايع يبيع جهاز كمبيوتر محمول مقابل  دولار,offer_inquiry
لو سمحت كيف اعرف الرصيد المتبقي في البيت الان,check_data_usage
قديش ضل نت معاي في البيت,check_data_usage
بدي ليش الانترنت بطيء رغم وجود تغطيه بعد الشحن الان,slow_internet
اشرح ما هي تجربه الدفع السلس,payment_issue
ليش في رسوم عند سحب المصاري؟,payment_issue
ممكن هل النت شغال الان,network_status
ممكن كيف اعرف الرصيد المتبقي مع ان الاشاره كامله الان,check_data_usage
ممكن اعرف ما هي عروض الانترنت من الصبح؟,offer_inquiry
كم متبقي من الرصيد والنت طول اليوم,check_data_usage
اريد ليش الشبكه ضعيفه الان,slow_internet
اعط مثالا عن سلعه استهلاكيه تخضع لقوانين العرض والطلب,check_data_usage
كيف احول رصيد في البيت اليوم,balance_transfer
حجم حزمه الانترنت حاليا,slow_internet
بجنن في منطقتي,network_complaint
ممكن ليش الشبكه ضعيفه و وين افضل مكان بتكون الشبكه فيه اقوي شي,network_complaint
تشبكي علي الواي فاي ولا الحزم اكثر,offer_inquiry
ليش ما اقدر اتصل فجاه؟ في منطقتي,no_signal
الانترنت بطيء,slow_internet
اود تغيير عنواني,technical_support
اذكر ثلاث مزايا لاستخدام شبكه افتراضيه خاصه,network_complaint
اختر احد البلدان التاليه وقدم  امثله من الاطعمه التقليديه تايلاند,other
اريد ليش الانترنت بطيء عندي بعد الشحن هالفتره,slow_internet
ممكن اعرف اريد تحويل رصيد علي رقمي,balance_transfer
كم من الوقت سيستغرق اعطاء نتيجه دقيقه نسبيا باستخدام الشبكه العصبيه؟,network_complaint
اريد العروض والباقات المتوفره حاليا؟,offer_inquiry
استفسار ليش ما بتعطو خبر للمستخدم انو في صيانه الان,network_complaint
لماذا لم تصل معامله صديقي بعد؟,balance_transfer
ممكن اعرف كم باقي من البيانات هالفتره؟,check_data_usage
ممكن بدي احول رصيد لرقم ثاني,balance_transfer
كيف افعل الباقه بعد الشحن من غير سبب,renew_package
هلا حاليا,greeting
بدي الشبكه ضعيفه والسرعه ضعيفه,slow_internet
بغيرو التعرفه كتير وبغلو السعر فيه الشغل,offer_inquiry
لو سمحت ليش الاتصال غير مستقر بعد الشحن بسرعه,network_complaint
ممكن اعرف مو حاله الشبكه حاليا,network_status
شو هي الوثايق اللازمه للتحقق من الهويه؟,technical_support
محتاج ليس حاله الشبكه يوجد الشغل,network_status
ابحث عن المتضادات لكلمات صعب و ضعيف,slow_internet
وضع الشبكه اليوم,network_status
في مشكله بسيستم زين اذا كان عليك رصيد مثلا دينار او اي مبلغ وتشحن بطاقتك وانت ناسي انو عليك الرصيد بروح شحن البطاقه بتتسدد الدينار وبروح باقي المبلغ عالفاضي فهاي تعتبر مشكله في الشغل,payment_issue
ممكن هل في عروض جديده في منطقتي,offer_inquiry
محتاج اريد تفاصيل الاشتراك علي رقمي,offer_inquiry
كيف اغير الباقه في البيت اليوم,renew_package
من فضلك اريد اجدد الباقه هالفتره,renew_package
بدي اعرف هل الخدمه شغاله في البيت؟,network_status
ساعدني اريد معرفه العروض فيه الشغل,offer_inquiry
ممكن الشبكه ضعيفه والسرعه ضعيفه في الشغل,network_complaint
من فضلك النت مش سريع حاليا؟,slow_internet
لو سمحت اريد الدعم الفني علي خطي؟,technical_support
وينتي النقل رح يوصل؟,balance_transfer
بغيرو التعرفه كتير وبغلو السعر بسرعه,offer_inquiry
ليش النت بطيء في البيت؟ في الشغل,slow_internet
اريد العروض هالفتره,offer_inquiry
اضف ثلاث نقاط الي قايمه نصايح الكتابه اقرا عملك بصوت عال واستمع الي الاخطاء وصححها وراجعها حسب الحاجه,other
بدي ليش ما في اشاره داخل المنزل؟ من فضلك,no_signal
ليش للنت ضعيف مع انو دافعين في الشغل,slow_internet
استفسار ليش النت بطيء رغم وجود تغطيه بعد الشحن بسرعه,slow_internet
ليش الاتصال غير مستقر من الصبح من الصبح,network_complaint
من فضلك ليس عم يلقط شبكه من الصبح,network_complaint
بدي اعرف مشاكل تحويل الرصيد هالفتره,balance_transfer
اريد النت بطيء علي رقمي؟,slow_internet
مشكله تقنيه في البيت,technical_support
بدي الانترنت يفصل كثير هالفتره,network_complaint
بدي اريد معرفه العروض من مبارح؟,offer_inquiry
استفسار ليش الاتصال غير مستقر علي خطي من فضلك,network_complaint
ليش الاتصال غير مستقر في البيت في منطقتي,no_signal
لقد تم تحصيل رسوم اضافيه او مخفيه عندما اشتريت شييا منك ما هي الصفقه؟ لم افوض بهذه التهمه,payment_issue
ساعدني اذا فيه عروض افضل اليوم,offer_inquiry
محتاج مشاكل تحويل الرصيد؟,balance_transfer
ممكن اعرف يوجد شكوي علي الشبكه هالفتره,network_complaint
بدي اعرف ما حاله الشبكه علي رقمي,network_status
سويت التحويل، ليش هو موقف؟,balance_transfer
ممكن الشبكه غير مستقره اليوم,network_complaint
بدي اعرف احتاج دعم فني؟,technical_support
اريد بدي مساعده تقنيه بسرعه,technical_support
ليش الانترنت بطيء عندي في منطقتي يوجد البيت,slow_internet
عندي مرحبا من يومين,greeting
بدي حل ل مع السلامه في منطقتي,goodbye
بدي انواع التعريفات و اسعار الاشتراكات الان,offer_inquiry
اتخذ موقفا بشان القضيه التاليه المساله هل يجب دفع رواتب اعلي للرياضيين المحترفين؟,payment_issue
لو سمحت كيف وضع الشبكه اليوم في الشغل؟,network_status
اريد اعرف هل الخدمه شغاله فيه منطقتي,other
اريد اسيله متكرره عن سوء الشبكه هالفتره,network_complaint
اريد كيف اعرف استهلاك الانترنت فيه منطقتي اليوم,check_data_usage
عندي مشكله تقنيه بعد التجديد,technical_support
محتاج اريد معرفه العروض من مبارح؟,offer_inquiry
قدم بديلا واحدا لاستهلاك المنتجات الحيوانيه,check_data_usage
وين بقدر اتحقق من مصدر المصاري الي بحسابي ؟,technical_support
ساعدني في شكوي علي الشبكه في منطقتي,network_complaint
انشاء قاعده بيانات لجهات اتصال الشركه,network_complaint
بدي اعرف شو وضع الشبكه في منطقتي؟,network_status
ممكن مو هي عروض الانترنت فيه منطقتي,offer_inquiry
بدي استفسر عن سلام علي رقمي,goodbye
ساعدني استفسار عن الخدمات لو سمحت,offer_inquiry
اريد كم استهلكت من الباقه حاليا,check_data_usage
ساعدني ليش الشبكه تختفي فجاه بعد الشحن اليوم,network_complaint
من فضلك الانترنت يفصل وبطيء علي خطي,slow_internet
في عندي الي اللقاء بشكل مفاجي,goodbye
ممكن اعرف هل الشبكه تعمل الان علي خطي,network_complaint
استفسار ليش فش نت الان,no_signal
محتاج مساعده بخصوص يلا سلام بشكل مفاجي,goodbye
اكتب حقيقتين عن شبكه حياديه,network_complaint
حاب اعرف هلا من اسبوع,greeting
لو سمحت ليس حاله الشبكه من فضلك,network_status
اريد شراء باقه انترنت,renew_package
اريد كيف وضع الشبكه اليوم في الشغل؟,network_status
لو سمحت بدي اجدد الباقه لو سمحت,renew_package
لو سمحت مو حاله الشبكه علي رقمي,network_status
الانترنت ضعيف في منطقتي,slow_internet
ممكن اعرف الانترنت يفصل كثير حاليا,network_complaint
مساء الخير، احتاج مساعده,greeting
كيف بقدر الغي رسوم متكرره ؟,payment_issue
باي طريقه توثر التكنولوجيا علي الاتصال؟,network_complaint
بدي حل ل يلا سلام علي خطي,goodbye
اريد كيف اعرف استهلاك الانترنت من كم يوم؟ هالفتره,check_data_usage
كيف احول رصيد داخل المنزل؟ في البيت,balance_transfer
بدي ليش الانترنت ضعيف ليش زادت تعرفه الاشتراك لو سمحت,offer_inquiry
استفسار نادرا ما اتصل لكن بواجه مشاكل ضعف بالشبكه وحزم البيانات بشكل كبير لو سمحت,check_data_usage
ممكن هل الشبكه شغال الان,network_complaint
لو سمحت عندي الي اللقاء من مبارح,goodbye
اريد لماذا الانترنت ضعيف او الفاتوره اليوم,payment_issue
تم تطبيق الاسعار بشكل خاطي اثناء استخدام العملات الاجنبيه في اجهزه الصراف الالي,payment_issue
بدي استفسر عن سلام من امس,goodbye
ابحث عن سعر فستان بطبعه جلد الفهد من امازون,offer_inquiry
مشكله في الدفع من فضلك,payment_issue
ممكن العروض والباقات المتوفره من مبارح؟,offer_inquiry
من فضلك هل يوجد عروض افضل فيه البيت,offer_inquiry
ممكن ليش الاتصال غير مستقر بعد الشحن من فضلك,payment_issue
بدي كيف اعرف الرصيد المتبقي علي خطي الان,check_data_usage
بدي اعرف هل الشبكه تعمل الان من مبارح,network_status
بدي اعرف الرصيد انخصم وما تفعلت الخدمه هالفتره؟,other
كيف افعل النت,renew_package
محتاج هل في عروض جديده في الشغل,offer_inquiry
بدي حل ل اهلا,greeting
بدي هل فيه عروض جديده للانترنت هالفتره من فضلك,offer_inquiry
ما طريقه تحويل الرصيد من مبارح,balance_transfer
بدي اعرف المتبقي من الباقه بشكل مفاجي,check_data_usage
ساعدني ليش الشبكه ضعيفه لو سمحت,slow_internet
انشي جمله شرطيه بناء علي جهه الاتصال المقدمه اذا ذهبت الي مركز التسوق ،,network_complaint
ممكن اريد الدعم الفني في البيت؟,technical_support
محتاج الخدمه ضعيفه,slow_internet
من فضلك الخدمه سييه في منطقتي هالفتره؟,network_complaint
ليش الاتصال غير مستقر في البيت في منطقتي,network_complaint
ليش الباقه تخلص بسرعه علي خطي حاليا,other
ساعدني خطي بيفصل ما بجاوب لو سمحت,no_signal
في عندي مرحبا هالفتره,greeting
بدي ليش الشبكه تختفي فجاه من الصبح بسرعه,network_complaint
اشرح لماذا يمكن ان يمثل ما يلي تضاربا محتملا الفرد يدفع الضرايب,payment_issue
لو سمحت شو يوجد عروض علي اسعار الباقات هالفتره,offer_inquiry
ساعدني مشكله تقنيه هالفتره,technical_support
اريد سبب ضعف الانترنت بعد ما كان قوي بدايه الاشتراك الان,slow_internet
حدد الفعل في الجمله يقرا الجريده دايما,other
ضع قايمه بخمسه اشياء يمكن صنعها بالورق,other
بناء شبكه عصبيه للتنبو باسعار الاسهم في سوق معين بورصه شنغهاي,network_complaint
ممكن ما حاله الشبكه حاليا؟,network_status
اعتقد ان التعبيه فشلت,payment_issue
اريد مشكله في الفاتوره بسرعه,payment_issue
ما هي الباقات الجديد؟ متي سينتهي اشتراكي الشهر؟ لماذا الانترنت ضعيف؟ من الصبح,slow_internet
لو سمحت يوجد شكوي علي الشبكه حاليا؟,network_complaint
اواجه السلام عليكم وقت الذروه,greeting
الشبكه سييه علي خطي,network_complaint
استفسار اذا في عروض افضل بسرعه,offer_inquiry
استفسار الاستفسار عن الفاتوره الان,payment_issue
اريد يوجد شكوي علي الشبكه حاليا؟,network_complaint
احسب السعر النهايي للعناصر في القايمه المحدده بعد تطبيق خصم ٪ قايمه العناصر والاسعار      دولار   موز   دولار   البرتقالي   دولار,offer_inquiry
ليش الشبكه ضعيفه و وين افضل مكان بتكون الشبكه فيه اقوي شي في الشغل,network_complaint
بدي اعرف هل الشبكه تعمل الان علي رقمي,network_complaint
ساعدني اسيله متكرره عن سوء الشبكه الان,network_complaint
ليش الاتصال غير مستقر اليوم حاليا,no_signal
شكرا,feedback
قدم ثلاثه اسباب تدفع المرء لتعلم البرمجه,payment_issue
ممكن اعرف الدفع ما تم من الصبح؟,payment_issue
ممكن اعرف هل الخدمه شغاله اليوم,network_status
ليه النت ضعيف رغم شحنت جديد حاليا,slow_internet
ساعدني لماذا الشبكه ضعيفه من الصبح؟ لو سمحت,slow_internet
ممكن اعرف بدي اعرف المتبقي من الباقه حاليا,check_data_usage
محتاج النت بطيء في منطقتي؟,slow_internet
اريد ليش الشبكه بطيء,slow_internet
محتاج الدفع مو شغال علي خطي,payment_issue
اريد الدعم الفني من مبارح,technical_support
اسيله متكرره عن سوء الشبكه من فضلك,network_complaint
اريد كم بقي من الجيجا في البيت؟,check_data_usage
ساعدني لماذا الشبكه تختفي فجاه بعد الشحن الان,network_complaint
استفسار ليه الشبكه بتروح لو سمحت,network_complaint
استفسار تشبكي علي الواي فاي ولا الحزم اكثر لو سمحت,offer_inquiry
لماذا لا يمكن الاتصال بي احيانا اليوم,network_complaint
الخدمه ضعيفه بعد التجديد,network_complaint
ساعدني هل النت شغال هالفتره؟,network_status
ممكن اعرف خطي خارج الخدمه اليوم,no_signal
اريد كم باقي من الباقه من الصبح لو سمحت,check_data_usage
ساعدني كيف اغير الباقه علي خطي من فضلك,renew_package
ممكن كيف افعل الباقه بعد الشحن من الصبح لو سمحت,renew_package
اريد الشبكه سييه الان,network_complaint
من فضلك هل الخدمه شغاله حاليا,network_status
ليش الباقه تخلص بسرعه علي خطي الان,check_data_usage
اين تحويل الاموال الخاصه بي؟,balance_transfer
الشبكه مقطوعه في منطقتي,network_complaint
لو سمحت شو وضع الشبكه في منطقتي,network_status
استفسار اهلا الان,greeting
محتاج مساعده تقنيه من امس,technical_support
بدي ليش الانترنت ضعيف او الفاتوره اليوم,payment_issue
محتاج ما قدرت ادفع الفاتوره هالفتره؟,payment_issue
ساعدني ليس هي الباقات الجديد؟ متي سينتهي اشتراكي الشهر؟ لماذا الانترنت ضعيف؟ بسرعه,offer_inquiry
اعد كتابه ولخص الجمله في  اسطر يعد تقدم التكنولوجيا وزياده استخدام منصات التواصل الاجتماعي خطوات ضخمه تم اتخاذها نحو عالم اكثر اتصالا,network_complaint
ليش ما استقبل مكالمات من الصبح في منطقتي,no_signal
لو سمحت ما طريقه تحويل الرصيد من الصبح؟,balance_transfer
ما هي رسوم  يورو هذه؟,payment_issue
ممكن كيف احول رصيد فيه منطقتي الان,balance_transfer
ليش ما اقدر اتصل من الصبح؟ هالفتره,no_signal
بدي اعرف الشبكه غير مستقره هالفتره؟,network_complaint
كم باقي من الباقه اليوم من مبارح,check_data_usage
لو سمحت الباقات بتخلص بسرعه بسرعه,offer_inquiry
ساعدني خطي خارج الخدمه من مبارح,no_signal
بدي ليش الاتصال غير مستقر بعد الشحن اليوم,payment_issue
اريد تحويل رصيد من مبارح,balance_transfer
اواجه تصبح علي خير علي رقمي,goodbye
محتاج هل الخدمه شغاله هالفتره,network_status
هل في عروض جديده للانترنت اليوم,offer_inquiry
ساعدني مو حاله الشبكه اليوم,network_status
بدي كيف احول رصيد فيه البيت اليوم,balance_transfer
بدي اعرف النت بطيء هالفتره؟,slow_internet
عكس مهندس الجمله التاليه باع بوب السياره القديمه بسعر جيد,offer_inquiry
اريد الدعم الفني اليوم,technical_support
اريد اجدد الباقه في الشغل,renew_package
بدي لا توجد اشاره علي رقمي؟,no_signal
ساعدني ماذا وضع الشبكه هالفتره؟,network_status
صياغه مرافعه قانونيه للطرفين وسيناريو الوقايع الاطراف المدعي ، المدعي عليه   سيناريو الوقايع وقع المدعي عليه عقدا مع المدعي للحصول علي خدمه ولكنه فشل في الدفع مقابل الخدمه,payment_issue
ساعدني هل الشبكه شغال,network_complaint
لو سمحت مشكله في الدفع الان,payment_issue
ممكن اعرف شو وضع الشبكه في البيت؟,network_status
بدي الشبكه تفصل في البيت؟,no_signal
محتاج محتاج مساعده تقنيه اليوم,technical_support
اعط قيمه الكميه المتوقعه المقابله لبيانات السوق المحدده شهد السوق تقلبات عاليه في  يوليو ، واغلق ٪ فوق سعر الافتتاح,offer_inquiry
ساعدني اريد تجديد الاشتراك بسرعه,renew_package
اشرح ما هو  بعبارات بسيطه,other
اريد اريد تحويل رصيد في الشغل؟,balance_transfer
لو سمحت هل الشبكه تعمل الان حاليا,network_complaint
اريد اريد معرفه العروض اليوم,offer_inquiry
ممكن اعرف ما طريقه تحويل الرصيد في منطقتي,balance_transfer
اريد ليش الاتصال يقطع بعد الشحن؟ بسرعه,payment_issue
من فضلك بدي اعرف المتبقي من الباقه من الصبح؟,check_data_usage
محتاج عندي مشكله تقنيه في الشغل؟,technical_support
ممكن اعرف الفيديو يقطع بسبب الشبكه اليوم؟,network_complaint
قارن بين مزايا وعيوب استخدام نموذج الشبكه العصبيه المتكرره,network_complaint
وداعا من مبارح,goodbye
قم بتجميع قايمه من خمس نصايح للنشاط المحدد تحسين مهارات الاتصال الخاصه بك,network_complaint
اريد هل يوجد عروض جديده اليوم,offer_inquiry
قم بانشاء برنامج لتوليد مصفوفه عشواييه بحجم,other
كيف اغير الرقم السري حق بطاقتي؟,technical_support
لو سمحت بدي مساعده تقنيه بسرعه,technical_support
بدي حل ل مع السلامهه طول اليوم,goodbye
محتاج اريد اجدد الباقه فيه منطقتي؟,renew_package
من فضلك ما طريقه تحويل الرصيد في البيت؟,balance_transfer
تطوير نظام تصنيف للمطاعم,other
لو سمحت مشاكل تحويل الرصيد في الشغل؟,balance_transfer
بدي كم باقي من النت في البيت؟,check_data_usage
مشكله يوجد الفاتوره حاليا,payment_issue
حاب اعرف الشبكه سييه حاليا,network_complaint
كم معي رصيد,other
بدي اعرف اريد احول رصيد لرقم ثاني في منطقتي؟,balance_transfer
بدي اريد تحويل رصيد؟,balance_transfer
كم مطلوب مني لتفعيل خطي بسرعه,payment_issue
حاب اعرف هل في عروض جديده,offer_inquiry
ممكن اريد احول رصيد لرقم ثاني في منطقتي؟,balance_transfer
ساعدني الرصيد انخصم وما تفعلت الخدمه اليوم,payment_issue
في عندي مع السلامه حاليا,goodbye
قم بانشاء قايمه بست حقايق مثيره للاهتمام حول تاريخ كره السله,other
ممكن لماذا الشبكه تختفي فجاه في منطقتي من فضلك,network_complaint
بدي حل ل اهلين من الصبح,greeting
بدي استفسر عن اهلا بشكل مفاجي,greeting
اريد ليش الشبكه تختفي فجاه في البيت هالفتره,no_signal
اريد اعرف مشكله في الدفع حاليا؟,payment_issue
بدي اعرف احتاج دعم فني فيه الشغل؟,technical_support
خدمتكو زي الخرا اليوم,network_complaint
شو لازم اعمل عشان اشوف وضع المصاري الي عندي؟,technical_support
صف تاثير العولمه علي النمو الاقتصادي للبلدان الناميه,other
ممكن كيف احول رصيد في البيت اليوم,balance_transfer
هل الشبكه تعمل الان الان,network_status
حاب اعرف وداعا من اسبوع,goodbye
انشي معادله رياضيه من  متغيرات مجموعها,other
معلومات عن الاشتراك اليوم,offer_inquiry
شو حل مع السلامه من اسبوع,goodbye
اكتب قصه قصيره عن غريبين التقيا في الحديقه,other
ليش للنت ضعيف مع انو دافعين من مبارح,slow_internet
الانترنت يفصل كثير بشكل مفاجي,network_complaint
كم سعر التجوال الدولي,offer_inquiry
اكتب تغريده تشجع الناس علي تقليل استهلاكهم للطاقه اي ادخال,check_data_usage
ساعدني كيف افعل الباقه بعد الشحن هالفتره,renew_package
بدي كيف اعرف الرصيد المتبقي علي خطي,check_data_usage
قارن بين الشخصين التاليين جون  طويل ، قوي   ادم  قصير ، ضعيف,slow_internet
ممكن كيف بقدر اعرف متي ينتهي عقد الانترنت لو سمحت,slow_internet
اكتب نصا لاعلان اذاعي مدته  ثانيه يروج لبرنامج سداد قرض الطالب,payment_issue
ما هي عمليه تحويل الاموال؟,balance_transfer
ما عم يلقط شبكه من كم ساعه,no_signal
ممكن اعرف كم باقي من النت علي خطي؟,check_data_usage
اواجه باي باي علي خطي,goodbye
اريد مو قدرت ادفع الفاتوره في الشغل,payment_issue
ساعدني ليش الاتصال غير مستقر علي خطي لو سمحت,network_complaint
يعطيك العافيه ما قصرت,feedback
